,Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,STATE,LOCATION,Socioeconomic Status,Household Composition & Disability,Minority Status & Language,Housing Type & Transportation,Overall Vulnerability
783885,2021-08-18,23017,33,Oxford County,ME,54.8,31749,31749.0,61.7,30225,63.7,10823,82.7,96.3,34554.0,59.6,34552.0,67.1,32707.0,68.9,11550.0,88.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783886,2021-08-17,23017,33,Oxford County,ME,54.7,31718,31718.0,61.6,30196,63.6,10817,82.6,96.3,34514.0,59.5,34512.0,67.1,32674.0,68.9,11549.0,88.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783887,2021-08-16,23017,33,Oxford County,ME,54.6,31656,31656.0,61.5,30145,63.5,10811,82.6,96.3,34366.0,59.3,34364.0,66.8,32553.0,68.6,11539.0,88.1,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783888,2021-08-15,23017,33,Oxford County,ME,54.6,31646,31646.0,61.5,30136,63.5,10809,82.6,96.3,34351.0,59.3,34349.0,66.7,32538.0,68.6,11538.0,88.1,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783889,2021-08-14,23017,32,Oxford County,ME,54.6,31645,31645.0,61.5,30135,63.5,10809,82.6,96.3,34350.0,59.2,34348.0,66.7,32537.0,68.6,11538.0,88.1,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783890,2021-08-13,23017,32,Oxford County,ME,54.5,31589,31589.0,61.4,30087,63.4,10804,82.5,96.3,34287.0,59.1,34285.0,66.6,32482.0,68.5,11533.0,88.1,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783891,2021-08-12,23017,32,Oxford County,ME,54.4,31552,31552.0,61.3,30061,63.4,10803,82.5,96.3,34209.0,59.0,34207.0,66.5,32415.0,68.3,11525.0,88.0,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783892,2021-08-11,23017,32,Oxford County,ME,54.4,31533,31533.0,61.3,30043,63.3,10798,82.5,96.3,34185.0,59.0,34183.0,66.4,32393.0,68.3,11523.0,88.0,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783893,2021-08-10,23017,32,Oxford County,ME,54.3,31504,31504.0,61.2,30019,63.3,10790,82.4,96.3,34159.0,58.9,34157.0,66.4,32367.0,68.2,11516.0,88.0,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783894,2021-08-09,23017,32,Oxford County,ME,54.2,31442,31442.0,61.1,29967,63.2,10786,82.4,96.3,34015.0,58.7,34013.0,66.1,32255.0,68.0,11505.0,87.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783895,2021-08-08,23017,32,Oxford County,ME,54.2,31438,31438.0,61.1,29963,63.1,10786,82.4,96.3,34010.0,58.7,34008.0,66.1,32251.0,68.0,11505.0,87.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783896,2021-08-07,23017,31,Oxford County,ME,54.2,31433,31433.0,61.1,29958,63.1,10786,82.4,96.3,34002.0,58.6,34000.0,66.1,32243.0,68.0,11505.0,87.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783897,2021-08-06,23017,31,Oxford County,ME,54.2,31407,31407.0,61.0,29935,63.1,10783,82.4,96.3,33934.0,58.5,33932.0,65.9,32190.0,67.8,11499.0,87.8,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783898,2021-08-05,23017,31,Oxford County,ME,54.1,31369,31369.0,61.0,29899,63.0,10776,82.3,96.3,33860.0,58.4,33858.0,65.8,32132.0,67.7,11494.0,87.8,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783899,2021-08-04,23017,31,Oxford County,ME,54.1,31353,31353.0,60.9,29888,63.0,10771,82.3,96.3,33811.0,58.3,33809.0,65.7,32090.0,67.6,11489.0,87.7,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783900,2021-08-03,23017,31,Oxford County,ME,54.1,31340,31340.0,60.9,29877,63.0,10769,82.3,96.3,33780.0,58.3,33778.0,65.6,32063.0,67.6,11485.0,87.7,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783901,2021-08-02,23017,31,Oxford County,ME,53.6,31063,31063.0,60.4,29643,62.5,10751,82.1,96.3,33650.0,58.0,33648.0,65.4,31963.0,67.4,11475.0,87.6,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783902,2021-08-01,23017,31,Oxford County,ME,53.6,31059,31059.0,60.4,29639,62.5,10751,82.1,96.3,33640.0,58.0,33638.0,65.4,31956.0,67.3,11474.0,87.6,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783903,2021-07-31,23017,30,Oxford County,ME,53.6,31056,31056.0,60.3,29637,62.5,10751,82.1,96.3,33635.0,58.0,33633.0,65.4,31952.0,67.3,11473.0,87.6,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783904,2021-07-30,23017,30,Oxford County,ME,53.5,31029,31029.0,60.3,29611,62.4,10746,82.1,96.3,33588.0,57.9,33586.0,65.3,31910.0,67.2,11468.0,87.6,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783905,2021-07-29,23017,30,Oxford County,ME,53.4,30986,30986.0,60.2,29578,62.3,10739,82.0,96.3,33522.0,57.8,33520.0,65.1,31851.0,67.1,11458.0,87.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783906,2021-07-28,23017,30,Oxford County,ME,53.4,30957,30957.0,60.2,29553,62.3,10735,82.0,96.3,33478.0,57.7,33476.0,65.0,31810.0,67.0,11455.0,87.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783907,2021-07-27,23017,30,Oxford County,ME,53.4,30942,30942.0,60.1,29538,62.3,10730,82.0,96.3,33442.0,57.7,33440.0,65.0,31778.0,67.0,11448.0,87.4,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783908,2021-07-26,23017,30,Oxford County,ME,53.2,30859,30859.0,60.0,29464,62.1,10720,81.9,96.3,33362.0,57.5,33360.0,64.8,31711.0,66.8,11440.0,87.4,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783909,2021-07-25,23017,30,Oxford County,ME,53.2,30853,30853.0,60.0,29458,62.1,10720,81.9,96.3,33355.0,57.5,33353.0,64.8,31704.0,66.8,11440.0,87.4,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783910,2021-07-24,23017,29,Oxford County,ME,53.2,30849,30849.0,59.9,29454,62.1,10719,81.9,96.3,33343.0,57.5,33341.0,64.8,31692.0,66.8,11439.0,87.4,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783911,2021-07-23,23017,29,Oxford County,ME,53.2,30815,30815.0,59.9,29426,62.0,10714,81.8,96.3,33304.0,57.4,33302.0,64.7,31658.0,66.7,11429.0,87.3,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783912,2021-07-22,23017,29,Oxford County,ME,53.1,30782,30782.0,59.8,29401,62.0,10710,81.8,96.3,33257.0,57.4,33255.0,64.6,31621.0,66.6,11422.0,87.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783913,2021-07-21,23017,29,Oxford County,ME,53.0,30747,30747.0,59.7,29374,61.9,10708,81.8,96.3,33226.0,57.3,33224.0,64.6,31597.0,66.6,11419.0,87.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783914,2021-07-20,23017,29,Oxford County,ME,53.0,30732,30732.0,59.7,29361,61.9,10704,81.8,96.3,33192.0,57.3,33190.0,64.5,31569.0,66.5,11413.0,87.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783915,2021-07-19,23017,29,Oxford County,ME,52.9,30695,30695.0,59.6,29330,61.8,10703,81.7,96.3,33154.0,57.2,33152.0,64.4,31536.0,66.5,11413.0,87.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783916,2021-07-18,23017,29,Oxford County,ME,52.9,30694,30694.0,59.6,29329,61.8,10703,81.7,96.3,33152.0,57.2,33150.0,64.4,31534.0,66.5,11413.0,87.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783917,2021-07-17,23017,28,Oxford County,ME,52.9,30685,30685.0,59.6,29320,61.8,10700,81.7,96.3,33144.0,57.2,33142.0,64.4,31526.0,66.4,11412.0,87.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783918,2021-07-16,23017,28,Oxford County,ME,52.9,30659,30659.0,59.6,29299,61.7,10694,81.7,96.3,33110.0,57.1,33108.0,64.3,31499.0,66.4,11409.0,87.1,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783919,2021-07-15,23017,28,Oxford County,ME,52.8,30618,30618.0,59.5,29264,61.7,10685,81.6,96.3,33066.0,57.0,33064.0,64.2,31469.0,66.3,11402.0,87.1,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783920,2021-07-14,23017,28,Oxford County,ME,52.7,30576,30576.0,59.4,29230,61.6,10679,81.6,96.3,33038.0,57.0,33036.0,64.2,31444.0,66.3,11397.0,87.0,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783921,2021-07-13,23017,28,Oxford County,ME,52.7,30542,30542.0,59.3,29200,61.5,10673,81.5,96.3,33018.0,57.0,33016.0,64.2,31430.0,66.2,11391.0,87.0,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783922,2021-07-12,23017,28,Oxford County,ME,52.5,30440,30440.0,59.1,29114,61.4,10656,81.4,96.3,32939.0,56.8,32937.0,64.0,31363.0,66.1,11383.0,86.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783923,2021-07-11,23017,28,Oxford County,ME,52.5,30438,30438.0,59.1,29112,61.4,10655,81.4,96.3,32937.0,56.8,32935.0,64.0,31361.0,66.1,11383.0,86.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783924,2021-07-10,23017,27,Oxford County,ME,52.5,30431,30431.0,59.1,29105,61.3,10653,81.4,96.3,32931.0,56.8,32929.0,64.0,31356.0,66.1,11382.0,86.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783925,2021-07-09,23017,27,Oxford County,ME,52.4,30392,30392.0,59.1,29078,61.3,10650,81.3,96.3,32900.0,56.7,32898.0,63.9,31327.0,66.0,11377.0,86.9,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783926,2021-07-08,23017,27,Oxford County,ME,52.3,30349,30349.0,59.0,29045,61.2,10640,81.3,96.3,32857.0,56.7,32855.0,63.8,31295.0,66.0,11370.0,86.8,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783927,2021-07-07,23017,27,Oxford County,ME,52.3,30321,30321.0,58.9,29022,61.2,10636,81.2,96.3,32835.0,56.6,32833.0,63.8,31273.0,65.9,11367.0,86.8,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783928,2021-07-06,23017,27,Oxford County,ME,52.2,30239,30239.0,58.8,28955,61.0,10627,81.2,96.3,32760.0,56.5,32758.0,63.7,31207.0,65.8,11357.0,86.7,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783929,2021-07-05,23017,27,Oxford County,ME,52.2,30235,30235.0,58.7,28951,61.0,10627,81.2,96.3,32752.0,56.5,32750.0,63.6,31199.0,65.8,11357.0,86.7,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783930,2021-07-04,23017,27,Oxford County,ME,52.2,30235,30235.0,58.7,28951,61.0,10627,81.2,96.3,32751.0,56.5,32749.0,63.6,31198.0,65.7,11357.0,86.7,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783931,2021-07-03,23017,26,Oxford County,ME,52.1,30232,30232.0,58.7,28948,61.0,10627,81.2,96.3,32750.0,56.5,32748.0,63.6,31197.0,65.7,11357.0,86.7,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783932,2021-07-02,23017,26,Oxford County,ME,52.0,30158,30158.0,58.6,28879,60.9,10618,81.1,96.2,32708.0,56.4,32706.0,63.6,31163.0,65.7,11351.0,86.7,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783933,2021-07-01,23017,26,Oxford County,ME,51.7,29996,29996.0,58.3,28737,60.6,10597,80.9,96.2,32593.0,56.2,32591.0,63.3,31070.0,65.5,11337.0,86.6,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783934,2021-06-30,23017,26,Oxford County,ME,51.2,29685,29685.0,57.7,28459,60.0,10571,80.7,96.2,32371.0,55.8,32369.0,62.9,30893.0,65.1,11320.0,86.5,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783935,2021-06-29,23017,26,Oxford County,ME,51.1,29654,29654.0,57.6,28429,59.9,10566,80.7,96.2,32347.0,55.8,32345.0,62.8,30869.0,65.1,11315.0,86.4,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783936,2021-06-28,23017,26,Oxford County,ME,51.0,29547,29547.0,57.4,28330,59.7,10548,80.6,96.2,32293.0,55.7,32291.0,62.7,30822.0,65.0,11308.0,86.4,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783937,2021-06-27,23017,26,Oxford County,ME,50.9,29527,29527.0,57.4,28311,59.7,10545,80.5,96.2,32286.0,55.7,32284.0,62.7,30815.0,64.9,11307.0,86.4,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783938,2021-06-26,23017,25,Oxford County,ME,50.9,29517,29517.0,57.4,28301,59.6,10544,80.5,96.2,32279.0,55.7,32277.0,62.7,30808.0,64.9,11305.0,86.3,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783939,2021-06-25,23017,25,Oxford County,ME,50.8,29461,29461.0,57.2,28249,59.5,10535,80.5,96.2,32257.0,55.6,32255.0,62.7,30786.0,64.9,11298.0,86.3,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783940,2021-06-24,23017,25,Oxford County,ME,50.6,29363,29363.0,57.1,28157,59.3,10523,80.4,96.2,32209.0,55.6,32207.0,62.6,30742.0,64.8,11289.0,86.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783941,2021-06-23,23017,25,Oxford County,ME,50.5,29272,29272.0,56.9,28071,59.2,10518,80.3,96.2,32165.0,55.5,32163.0,62.5,30704.0,64.7,11286.0,86.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783942,2021-06-22,23017,25,Oxford County,ME,50.4,29225,29225.0,56.8,28024,59.1,10511,80.3,96.2,32140.0,55.4,32138.0,62.4,30683.0,64.7,11281.0,86.2,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783943,2021-06-21,23017,25,Oxford County,ME,50.0,28971,28971.0,56.3,27799,58.6,10481,80.1,96.2,32021.0,55.2,32019.0,62.2,30579.0,64.4,11259.0,86.0,Low-Mod,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783944,2021-06-20,23017,25,Oxford County,ME,49.9,28943,28943.0,56.2,27771,58.5,10478,80.0,96.2,32008.0,55.2,32006.0,62.2,30566.0,64.4,11258.0,86.0,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783945,2021-06-19,23017,24,Oxford County,ME,49.9,28924,28924.0,56.2,27752,58.5,10473,80.0,96.2,31995.0,55.2,31993.0,62.2,30553.0,64.4,11253.0,85.9,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783946,2021-06-18,23017,24,Oxford County,ME,49.5,28717,28717.0,55.8,27570,58.1,10454,79.8,96.2,31905.0,55.0,31903.0,62.0,30477.0,64.2,11243.0,85.9,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783947,2021-06-17,23017,24,Oxford County,ME,49.2,28517,28517.0,55.4,27391,57.7,10431,79.7,96.2,31844.0,54.9,31842.0,61.9,30426.0,64.1,11230.0,85.8,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783948,2021-06-16,23017,24,Oxford County,ME,48.8,28284,28284.0,55.0,27216,57.4,10410,79.5,96.2,31758.0,54.8,31756.0,61.7,30344.0,63.9,11214.0,85.6,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783949,2021-06-15,23017,24,Oxford County,ME,48.8,28269,28269.0,54.9,27201,57.3,10409,79.5,96.2,31753.0,54.8,31751.0,61.7,30339.0,63.9,11214.0,85.6,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783950,2021-06-14,23017,24,Oxford County,ME,48.0,27835,27835.0,54.1,26926,56.7,10377,79.3,96.1,31603.0,54.5,31601.0,61.4,30215.0,63.7,11199.0,85.5,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783951,2021-06-13,23017,24,Oxford County,ME,48.0,27834,27834.0,54.1,26925,56.7,10376,79.2,96.1,31603.0,54.5,31601.0,61.4,30215.0,63.7,11199.0,85.5,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
783952,2021-06-12,23017,23,Oxford County,ME,47.7,27658,27658.0,53.7,26829,56.5,10365,79.2,96.1,31558.0,54.4,31556.0,61.3,30178.0,63.6,11193.0,85.5,Low-Mod,Mod-High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,High VC/Low-Mod SVI,MAINE,"Oxford County, Maine",0.5417,0.5126,0.0933,0.4145,0.3726
